"gender","age","major","attendance_pct","study_hours_per_day","previous_gpa","sleep_hours","social_hours_week","final_cgpa"
"Female",24,"Business",68.5,4.1,3.67,9.4,5,3.56
"Male",22,"Psychology",78.5,6,3.1,7.3,4,3.2
"Male",21,"Computer Science",93,4,3.12,6.4,11,3.3
"Female",22,"Psychology",79.8,6.6,2.67,5.6,8,2.79
"Male",21,"Engineering",59.9,3,3.28,7.8,8,3.03
"Male",21,"Economics",77.9,1.9,3.39,5.3,5,3.21
"Male",24,"Computer Science",68.9,4.3,2.81,7.5,7,2.98
"Female",18,"Psychology",89,9.1,2.64,6.3,8,3.4
"Male",24,"Computer Science",89.8,6.2,4,6.6,10,4
"Female",19,"Engineering",60.1,9.1,3.05,8,6,3.37
"Male",22,"Mathematics",96.4,2.8,2.76,5.6,11,3.12
"Male",21,"Economics",68.3,3.7,3.45,7,7,3.44
"Male",24,"Economics",100,1.9,3.07,4.7,5,3.28
"Male",24,"Business",84.3,1.6,2.56,6.8,13,2.82
"Female",22,"Economics",66.3,8.4,3.34,7.7,8,3.75
"Female",22,"Economics",67.9,7.9,2.67,8.2,7,2.81
"Female",21,"Psychology",90.2,5.4,3.89,8.7,12,4
"Female",23,"Economics",79.1,2.8,3.35,8,14,3.32
"Female",20,"Economics",83.6,5.7,2.96,6.4,6,3.25
"Female",19,"Engineering",100,7.5,3.15,4.3,10,3.73
"Female",19,"Engineering",74.5,9.7,3.55,8.5,4,3.93
"Male",23,"Computer Science",85.9,1.3,3.19,6.2,8,3.49
"Male",18,"Computer Science",100,3.1,4,4.8,5,4
"Male",23,"Economics",89.1,2.9,3.67,9.8,6,3.81
"Female",18,"Economics",60.9,3.4,3.34,6.9,9,3.17
"Male",18,"Business",92.6,5.1,2.63,7.7,4,2.87
"Male",23,"Computer Science",67.6,0.9,3.03,7.3,3,2.93
"Female",19,"Psychology",100,2.8,3.34,7,6,3.45
"Female",20,"Economics",72.7,2.9,2.69,6.4,4,2.52
"Female",19,"Psychology",100,4,3.75,6.1,8,4
"Male",24,"Economics",100,4.3,2.61,10,10,2.82
"Female",19,"Psychology",73.1,3.3,2.78,4.8,8,2.69
"Male",19,"Mathematics",85.3,10.8,2.82,6.4,12,3.44
"Male",23,"Psychology",96.3,3.5,3.47,5.7,12,3.87
"Male",23,"Computer Science",96.8,5.1,2.7,7.8,7,3.29
"Male",24,"Economics",91.6,5.6,2.2,6.4,9,2.45
"Male",24,"Computer Science",100,2.1,3.64,6.3,11,4
"Female",23,"Psychology",83.2,2.2,2.88,8,14,3.01
"Male",19,"Engineering",79.5,5.7,2.57,9.9,6,2.54
"Female",20,"Engineering",79.8,7.9,2.72,5.8,5,3
"Male",18,"Engineering",97.9,9.7,3.96,4.7,5,4
"Male",22,"Economics",90.5,2.1,2.77,7.1,15,2.85
"Male",18,"Business",89.4,6.8,3.04,8.3,7,3.54
"Male",24,"Mathematics",96.9,3.8,2.88,6.7,5,3.29
"Female",24,"Psychology",54.2,7.9,2.48,7.9,5,2.61
"Male",18,"Business",89.7,4.8,2.73,6.2,7,3.28
"Male",22,"Engineering",88.3,5.4,2.45,10,8,2.96
"Male",19,"Psychology",100,8.7,3.58,7.9,6,4
"Male",20,"Business",62.1,9.2,3.15,6.3,5,3.54
"Female",20,"Computer Science",100,4.2,4,5.9,7,4
"Male",18,"Engineering",86.1,1.2,2.75,7.4,11,2.76
"Female",22,"Business",92.3,2.4,2.67,8,6,3.06
"Female",24,"Economics",100,11.7,3.87,5,9,4
"Female",21,"Computer Science",93.4,5.5,3.63,7,10,4
"Female",19,"Engineering",91,2.1,3.29,8.1,4,3.25
"Female",18,"Mathematics",88.6,2.7,2.54,7.5,9,2.85
"Female",20,"Engineering",77.7,7.2,3.97,7.9,7,4
"Female",24,"Economics",84.6,10.7,3.06,9.2,7,3.57
"Male",23,"Mathematics",74.3,4,2.88,4,10,2.92
"Male",23,"Mathematics",84.3,7.9,3.67,7.3,13,4
"Male",22,"Mathematics",50,6.7,3.09,4,6,2.79
"Female",22,"Psychology",91.4,4.8,2.52,6.9,11,2.78
"Female",18,"Psychology",83.2,6,3.12,8.9,8,3.56
"Male",21,"Mathematics",80,4.7,2.71,6.8,12,2.96
"Female",20,"Computer Science",88.3,8.1,1.6,5.6,6,2.21
"Male",18,"Mathematics",63.5,6.1,2.66,8.2,10,2.63
"Male",21,"Business",100,1.3,2.84,7.2,11,3.06
"Female",24,"Mathematics",83.5,3.5,2.52,7.3,9,2.84
"Male",22,"Psychology",82.8,2.1,3.39,10,5,3.63
"Male",23,"Psychology",70.5,4.3,2.71,4.7,12,2.57
"Female",19,"Business",85.4,3.4,3.34,6,11,3.8
"Female",24,"Business",100,2.6,2.48,7.6,8,2.86
"Male",23,"Engineering",100,1.7,3.55,8.8,13,3.62
"Female",20,"Computer Science",97.8,0.8,2.46,5.6,7,2.4
"Male",20,"Computer Science",93.2,8,1.93,6.4,10,2.48
"Male",23,"Computer Science",79.6,8,3.72,6.9,9,4
"Male",24,"Economics",63.2,1.6,2.67,6.8,6,2.41
"Female",23,"Psychology",82,4.8,3.98,8,7,4
"Male",21,"Computer Science",81.5,1.1,3.38,6.9,6,3.66
"Female",18,"Engineering",100,2.3,3.5,8,8,3.64
"Female",22,"Engineering",89.6,3.2,3.62,5.2,14,3.82
"Female",21,"Computer Science",100,2.5,3.16,7.2,13,3.49
"Male",19,"Business",100,5.5,3.16,7.1,13,3.66
"Female",23,"Engineering",78.2,0.4,3.74,8.3,8,3.68
"Male",19,"Business",58.1,2.3,3.16,10,5,2.87
"Male",19,"Psychology",100,6.4,2.74,8.4,8,3.04
"Male",21,"Economics",100,1,3.39,5.9,8,3.34
"Male",22,"Engineering",64.5,2.5,2.04,7.9,15,1.86
"Female",24,"Business",100,7,3.76,6.9,4,4
"Male",20,"Computer Science",90.7,11.4,3.77,6.5,8,4
"Male",18,"Psychology",87.4,8,3.7,6.2,9,4
"Female",20,"Mathematics",100,3.2,3.68,6.1,6,4
"Male",22,"Mathematics",100,11.3,3.06,5.3,10,3.58
"Female",20,"Computer Science",94.8,6.6,3.05,5.1,9,3.56
"Male",23,"Psychology",92.1,1.7,2.49,8,9,2.73
"Female",23,"Psychology",94.2,1.1,3.97,6.5,4,4
"Female",21,"Psychology",79,6.2,2.86,7.3,4,3.06
"Male",19,"Psychology",84.2,3.6,3.27,5.7,11,3.64
"Male",22,"Mathematics",71.5,1.6,3.23,7.9,9,3.12
"Male",22,"Business",80,3.5,2.43,5.9,7,2.85
"Female",20,"Psychology",79.5,7.3,2.23,5,7,2.23
"Male",21,"Business",75.5,2.5,3.1,9.4,10,3.04
"Male",20,"Psychology",87.1,2.5,2.87,7.3,16,2.97
"Male",20,"Engineering",80.1,3.4,3.06,6.5,9,3.41
"Male",22,"Economics",92.5,3.7,3.63,6.7,10,3.88
"Male",20,"Engineering",60.7,3,3.21,6.5,10,3.23
"Female",19,"Economics",83.3,5.6,3.48,7.7,16,3.61
"Male",20,"Engineering",87,5.9,3.32,4.7,8,3.54
"Male",19,"Psychology",80.3,3.7,2.94,4.3,3,3.28
"Female",22,"Business",82.4,2.4,2.6,7.2,3,2.78
"Female",21,"Economics",61.2,2.8,3.23,4.4,7,3.25
"Male",23,"Mathematics",90.3,8.4,3.14,4.1,11,3.5
"Male",19,"Computer Science",94.7,11.2,3.56,8.4,15,4
"Male",21,"Economics",92.4,1.4,3.02,7.3,9,3.32
"Female",21,"Economics",100,1.7,2.95,7.3,8,3.38
"Male",19,"Mathematics",88,2.7,2.99,5.3,7,3.08
"Female",22,"Psychology",92.2,8.5,2.64,9.1,7,3.17
"Female",18,"Engineering",87.3,3,3.82,8.5,7,3.88
"Male",21,"Engineering",95.3,5.6,3.67,5,11,4
"Male",21,"Business",61.3,3.5,2.49,6.8,10,2.66
"Male",22,"Psychology",71.6,2.8,3.5,6.4,5,3.65
"Male",22,"Mathematics",100,3.3,2.18,6.9,7,2.67
"Male",20,"Psychology",48.1,1.6,3.59,8.6,8,3.06
"Female",22,"Psychology",82.9,6,2.75,6.4,9,3.27
"Female",21,"Engineering",100,2.4,3.28,8.5,8,3.38
"Female",19,"Mathematics",83.6,2.6,2.14,4.4,6,2.44
"Female",18,"Computer Science",78.9,2.2,2.5,6.1,12,2.43
"Male",24,"Economics",86.9,9.2,3.33,6.4,7,3.96
"Male",20,"Engineering",79.7,2.9,2.75,6.2,8,2.6
"Male",24,"Mathematics",85.5,4.4,2.68,7,8,3.19
"Female",19,"Business",74.7,0.7,3.8,7.2,5,3.68
"Female",18,"Economics",100,0.4,4,7.3,6,4
"Female",18,"Economics",100,1.7,3.57,8.3,11,3.77
"Male",18,"Engineering",83,6.9,2.55,8.1,8,2.85
"Male",23,"Business",64.2,4.3,3.98,4.7,3,4
"Female",19,"Engineering",77.1,9.8,2.32,7.2,7,2.79
"Male",20,"Psychology",82.2,7.6,2.95,6.1,8,3.49
"Female",20,"Mathematics",92.6,2.2,3.13,8.2,7,3.45
"Female",18,"Business",69.9,3.5,4,8.9,5,3.79
"Female",19,"Economics",73.5,8.3,3.56,8.3,11,3.69
"Male",23,"Engineering",92.7,3.2,2.87,9.9,10,2.9
"Male",18,"Economics",99.1,5.8,2.63,8.1,6,2.93
"Male",22,"Business",75.7,1.5,3.6,8.5,8,3.62
"Male",24,"Economics",65,4.8,2.83,5.8,8,2.81
"Male",20,"Engineering",100,3.8,3.21,7,4,3.52
"Female",24,"Engineering",96.7,2.2,2.42,8,3,2.76
"Female",21,"Computer Science",81,3.5,3.38,7.4,6,3.52
"Male",18,"Economics",98,4.7,3.34,5.6,2,3.57
"Male",22,"Computer Science",83.1,6.8,2.48,5.6,6,2.88
"Male",20,"Computer Science",98,9.4,3.62,4.3,10,4
"Male",24,"Economics",87.4,6.3,3.38,7.6,9,3.9
"Female",23,"Business",86.4,7.8,3.47,5.5,8,3.77
"Male",19,"Psychology",83.3,2,2.91,8,6,3.12
"Male",20,"Engineering",63.3,1.8,3.19,8.1,8,3.08
"Male",24,"Mathematics",100,5.4,3.13,7.3,9,3.47
"Female",19,"Computer Science",70.9,1.5,3.03,7.6,10,3
"Female",24,"Business",64.6,3.3,3.19,8.5,3,3.29
"Male",19,"Economics",81.8,6.2,3.73,8.7,10,4
"Male",23,"Business",70.6,8.6,3.64,4,7,3.91
"Female",23,"Business",84.2,4.8,2.51,8.1,5,2.67
"Female",18,"Economics",95.3,1.9,3.59,7.7,4,3.95
"Male",18,"Mathematics",99.9,3.9,3.7,7.4,9,4
"Female",20,"Economics",97.2,4.2,3.02,7.7,4,3.56
"Female",23,"Mathematics",80.4,2.4,3.35,6.5,8,3.66
"Female",22,"Economics",85.7,1.2,3.35,4,7,3.35
"Female",24,"Computer Science",91.1,6.3,2.68,6.1,8,3.07
"Female",24,"Mathematics",58.6,3.4,2.91,4.3,6,2.46
"Male",24,"Computer Science",93.6,5.8,3.48,4.5,6,3.73
"Female",20,"Mathematics",63.1,4.6,2.85,8.6,5,2.94
"Male",24,"Mathematics",100,3.4,3.59,6.2,9,3.84
"Female",21,"Economics",78.9,3.1,3.75,7.4,10,3.63
"Male",19,"Mathematics",82.2,3.7,3.67,7,11,4
"Female",24,"Computer Science",73.5,5.4,4,9,6,4
"Female",19,"Economics",75.6,0.6,3.05,7.1,6,2.74
"Male",18,"Engineering",100,5.3,3.19,6.1,5,3.52
"Female",24,"Computer Science",99.1,5.1,3.26,9.2,6,3.38
"Male",22,"Engineering",61.8,6.3,3.07,6.3,11,3.34
"Female",23,"Business",100,8.8,3.37,7.6,7,4
"Male",23,"Economics",100,2.5,2.24,7.7,6,2.52
"Male",18,"Business",80.8,1.4,3.2,5.1,9,3.34
"Female",21,"Economics",89.6,4.4,2.41,8.4,12,2.82
"Male",20,"Economics",84.8,4.2,2.62,9,6,2.69
"Female",20,"Computer Science",100,3.1,3.47,5.3,16,3.24
"Male",22,"Engineering",73.1,5.1,3,7,3,3.17
"Male",18,"Economics",87.2,2.6,3.45,9,6,3.73
"Male",18,"Engineering",78.6,3.4,2.99,4.6,9,2.96
"Female",21,"Economics",63.5,5.3,3.65,7.9,6,3.94
"Male",24,"Engineering",100,3.2,2.98,5.1,5,3.15
"Male",20,"Business",67.3,4.2,2.12,6.5,7,2.2
"Male",24,"Computer Science",88.3,3.2,3.21,6.7,8,3.7
"Male",18,"Economics",58.9,1.9,2.02,5.2,4,1.72
"Female",24,"Psychology",79,6.2,2.37,5.6,7,2.24
"Female",23,"Engineering",91.3,5.9,2.66,6.9,6,3.05
"Male",22,"Engineering",72.6,5.8,2.6,9.1,10,2.74
"Female",20,"Psychology",93.8,3.6,2.83,7.7,8,2.96
"Male",21,"Computer Science",81,6.5,2.58,4.5,4,3.1
"Female",22,"Engineering",100,6.6,2.4,7.7,9,2.88
"Female",19,"Computer Science",100,8.2,3.87,7.1,9,4
"Female",23,"Engineering",76.2,3.6,2.76,6.1,6,2.77
"Male",21,"Mathematics",86.2,4.4,1.98,6.3,7,2.35
"Female",22,"Engineering",87.8,1.9,2.92,7.7,6,3.11
"Male",18,"Mathematics",94.3,8.8,2.54,4.6,6,3.01
"Female",19,"Economics",85.2,3.2,2.66,6,7,3.13
"Male",21,"Computer Science",87.9,1.6,3.46,5.3,6,3.52
"Female",18,"Engineering",81.3,8.3,2.88,5.8,13,3.53
"Female",23,"Business",86.7,3.5,2.52,7.5,15,2.92
"Female",19,"Business",100,10.7,3.32,7.1,9,4
"Male",20,"Psychology",94.7,4,3.67,8,15,3.9
"Female",18,"Business",95.5,2.4,3.37,4,11,3.54
"Male",22,"Mathematics",95.8,6.3,1.87,6.6,7,2.36
"Female",24,"Business",82.7,3.4,2.54,6.8,5,2.69
"Male",21,"Business",89.8,5.7,3.12,4.5,10,3.45
"Male",19,"Business",68.7,2.5,2.98,6,8,3.1
"Male",18,"Engineering",100,5.3,2.94,7,12,3.18
"Male",20,"Psychology",43.3,3.1,2.61,7.5,4,2.37
"Male",24,"Computer Science",83.7,6.1,2.4,7.5,9,3.05
"Male",21,"Psychology",100,3.7,4,4,11,4
"Male",21,"Mathematics",64.5,4.4,3.11,6.1,3,3.1
"Female",18,"Engineering",91,3.4,3.42,4.7,8,3.67
"Female",20,"Economics",74.8,3.8,3.1,7,8,3.16
"Male",23,"Engineering",79.5,6,3.12,6.4,12,3.11
"Male",24,"Business",99.2,1.9,3.07,6.1,11,3.2
"Male",23,"Business",88,4.7,2.54,10,5,2.89
"Male",19,"Mathematics",54.5,13.9,2.34,5.4,6,2.52
"Female",18,"Economics",70.4,7.7,3.29,7,9,3.46
"Female",24,"Engineering",99.6,3.6,3.19,7.7,6,3.71
"Male",19,"Economics",91.7,4.2,3.57,7.5,13,3.99
"Male",23,"Computer Science",100,2.9,3.47,7.9,8,3.66
"Male",24,"Psychology",100,5.5,2.7,7.5,11,3.11
"Female",21,"Engineering",79.9,1.6,3.67,6.5,5,3.68
"Female",19,"Economics",100,3.1,3.48,7,8,3.85
"Male",20,"Computer Science",85.4,2.4,3.45,6,3,3.62
"Male",22,"Computer Science",70.6,3,4,5.9,11,3.96
"Female",23,"Psychology",75.5,4.5,4,5,6,3.91
"Female",23,"Computer Science",51.1,0.6,3.44,8.2,12,2.9
"Male",20,"Mathematics",100,3.3,3.38,8.7,5,3.66
"Male",24,"Computer Science",100,2.9,3.64,6.1,8,3.97
"Male",24,"Economics",69.8,6.8,2.81,6.9,5,3.09
"Female",24,"Mathematics",81.6,2.1,2.82,9.4,10,2.93
"Male",19,"Computer Science",86.4,4.6,3.44,8.7,9,3.82
"Male",18,"Business",70.6,3.6,2.67,8.3,8,2.41
"Female",21,"Computer Science",58.7,7.1,3.4,7.4,13,3.18
"Male",22,"Mathematics",81.8,6.5,3.18,6.1,12,3.84
"Female",18,"Computer Science",80.2,9.7,2.67,6.2,12,3.14
"Male",18,"Computer Science",79.2,7.2,3.11,7.4,6,3.38
"Male",20,"Computer Science",88.3,4.8,3.75,7.7,10,4
"Female",19,"Mathematics",100,6.3,3.14,5.5,8,3.65
"Male",23,"Computer Science",80.5,3.4,3.14,8.9,9,3.53
"Female",23,"Psychology",87.6,4.3,3.26,9.1,5,3.72
"Male",20,"Economics",95.9,4.4,3.33,8.2,5,3.54
"Male",19,"Psychology",93.3,2.2,2.93,9.3,4,3.02
"Female",20,"Mathematics",75.8,7,3.28,8,6,3.33
"Male",23,"Business",86.4,8.5,2.58,7.4,7,3.04
"Female",18,"Psychology",93.2,3.6,2.7,7.1,6,3.09
"Male",21,"Economics",68.1,3.8,2.76,6.5,14,2.73
"Male",24,"Engineering",100,2.6,3.33,7,7,3.55
"Male",19,"Economics",100,1.8,3.18,5.4,7,3.38
"Male",22,"Psychology",74.2,5.9,3.03,6.9,8,3.02
"Female",22,"Engineering",87.9,1.9,3.45,5.2,10,3.42
"Female",18,"Mathematics",94.6,1.8,3.29,5.8,13,3.55
"Male",20,"Economics",76.8,5.7,2.96,8.8,6,3.11
"Male",20,"Business",92.2,4.4,2.58,8.8,11,2.8
"Female",23,"Engineering",87.4,5.9,2.69,5.7,7,3.07
"Female",18,"Engineering",63,2.4,2.37,8.3,6,2.14
"Male",23,"Economics",91.9,10.3,3.17,6.1,10,3.78
"Male",23,"Psychology",68.5,2.2,2.67,6,6,2.44
"Male",22,"Engineering",99.1,2.9,2.85,9.1,5,2.95
"Female",23,"Mathematics",74.9,2.5,3.04,5.4,9,2.72
"Male",24,"Economics",82.6,10.2,3.62,4.3,9,4
"Male",23,"Mathematics",100,3.1,3.56,6,8,3.87
"Female",22,"Economics",92.4,2,3.07,6.1,12,3.32
"Male",24,"Mathematics",68.8,13.4,3.73,6.4,8,4
"Male",20,"Psychology",69.8,9.3,2.09,4.4,14,2.19
"Male",19,"Economics",76,7.8,4,7.5,11,4
"Male",21,"Business",90.9,9,3.45,9.8,10,4
"Male",23,"Psychology",90.4,2.1,3.15,7.5,4,3.6
"Male",24,"Mathematics",72.4,9.7,2.65,6.7,6,2.91
"Male",19,"Economics",67.5,3.5,2.88,8,10,3.09
"Female",22,"Psychology",89.2,4.9,3.4,7.1,7,3.77
"Female",19,"Mathematics",82.3,3.9,3.42,7.1,11,3.81
"Female",21,"Computer Science",100,8.4,3.43,6.9,11,4
"Male",19,"Computer Science",85.5,0.6,2.74,7.3,9,2.86
"Male",24,"Engineering",100,1.9,2.64,6.4,6,2.77
"Male",19,"Business",67.4,9,3.2,4.6,6,3.31
"Male",19,"Computer Science",61.4,2.6,3.48,9.8,8,3.5
"Male",19,"Mathematics",68.2,8.2,3.1,7.8,6,3.53
"Female",18,"Psychology",100,2.5,3.84,5.9,9,3.87
"Male",23,"Economics",100,3.4,3.12,7.5,7,3.52
"Male",22,"Psychology",73.3,10.8,3.1,5.3,4,3.2
"Male",21,"Engineering",78.1,6.3,3.44,7.6,8,3.75
"Female",22,"Psychology",67.5,4.5,3.71,8.1,5,3.83
"Male",18,"Computer Science",57.8,5.4,2.43,8.5,7,2.26
"Female",18,"Psychology",95.8,7.3,2.54,7.9,12,3.18
"Male",24,"Computer Science",88.3,4.3,2.94,6.7,5,3.35
"Female",18,"Computer Science",85.2,5.7,4,8.5,11,4
"Female",23,"Business",64,13.5,2.97,6.2,15,3.66
"Male",18,"Engineering",100,2,3.04,7.4,9,3.15
"Male",19,"Mathematics",77.4,4.4,3.41,5.9,7,3.27
"Male",22,"Computer Science",93,2.9,3.59,7.3,6,3.86
"Male",20,"Economics",63.2,2.2,3.18,9.2,14,3.04
"Female",21,"Engineering",82.1,4.4,3.68,8.2,10,3.79
"Female",18,"Mathematics",89.4,2.3,2.5,8.4,10,2.77
"Female",22,"Economics",89.9,2.1,2.72,8.7,6,2.73
"Female",24,"Psychology",87.3,3.8,3.68,6.9,6,4
"Male",18,"Engineering",92.4,5.6,3.11,5.7,5,3.42
"Male",23,"Economics",68,5.3,2.47,4.2,7,2.61
"Female",18,"Engineering",88,3.8,2.44,5.4,12,2.6
"Male",18,"Engineering",86.7,1.6,2.69,7.2,10,3.05
"Female",18,"Psychology",88.5,1.5,3.1,4,3,3.13
"Male",24,"Psychology",86.1,5,3.33,7.3,6,3.76
"Male",18,"Engineering",65.9,2.7,2.94,7.7,14,2.92
"Female",21,"Economics",65.2,4.6,3.29,4.7,8,3.21
"Male",22,"Business",51.8,4.2,2.88,8.3,3,2.34
"Female",23,"Computer Science",97.3,1,3.71,6.4,10,3.87
"Female",18,"Psychology",97.4,9.1,4,4.5,10,4
"Female",18,"Business",97.7,1.5,2.9,4.5,4,2.92
"Female",18,"Psychology",89.6,3.5,3.34,6.9,5,3.74
"Female",18,"Engineering",53,1.7,3.3,7.1,9,2.96
"Female",19,"Business",69.6,2.6,3.17,7,11,3.16
"Male",19,"Economics",87.6,2.8,3.43,8.6,9,3.65
"Male",20,"Economics",87,3,3.34,7.1,8,3.49
"Female",18,"Mathematics",81.7,3.5,2.86,6.1,9,3.05
"Male",20,"Computer Science",90.5,10.2,3.76,6.5,11,4
"Male",21,"Computer Science",85.2,2.2,3.2,8.6,8,3.32
"Male",20,"Psychology",86.8,5.7,2.91,5.3,11,3.23
"Female",22,"Computer Science",75.4,7.7,4,7.2,9,4
"Female",19,"Mathematics",99.7,5.4,3.04,7.3,4,3.33
"Male",19,"Economics",78.5,8.6,3.23,8.5,5,3.57
"Female",18,"Business",65,5.4,3.19,7.2,10,3.45
"Female",18,"Business",73.4,5.3,3.04,5.6,10,3.22
"Female",21,"Economics",79.8,7.9,3.32,7.3,9,3.62
"Female",23,"Engineering",99.9,4.9,2.68,8.1,12,3.12
"Female",21,"Economics",84.4,7.8,3.4,7.2,9,4
"Male",22,"Business",82.2,4.8,2.22,8.6,8,2.5
"Female",18,"Psychology",66.3,7.7,2.45,5,9,2.73
"Male",18,"Mathematics",96.8,9.6,4,6.8,8,4
"Female",21,"Economics",75.2,3.2,2.47,7,9,2.4
"Female",21,"Engineering",83.5,2.9,2.12,8.2,12,2.29
"Male",21,"Psychology",100,8.6,2.48,8.3,6,2.99
"Male",19,"Economics",92.6,7.6,3.97,7,9,4
"Female",20,"Psychology",60.6,1.1,2.2,6.5,6,2.03
"Male",20,"Economics",58.5,4.6,2.62,7.3,7,2.35
"Female",18,"Psychology",84,10.8,2.37,5.3,7,2.93
"Male",19,"Computer Science",66.8,1.9,2.96,6.3,4,2.81
"Male",21,"Psychology",94.7,1.7,2.88,7.9,12,3.1
"Female",18,"Computer Science",85.6,2.6,2.86,7.5,6,3.25
"Female",19,"Business",87.5,3.1,4,6,5,4
"Female",22,"Computer Science",74.4,1.3,2.5,5.8,9,2.27
"Male",23,"Psychology",100,1.9,3.05,5.8,7,3.06
"Female",19,"Mathematics",100,1.2,3.27,5.9,8,3.51
"Female",24,"Mathematics",80.8,4.5,2.61,7.2,8,2.99
"Female",18,"Business",90.3,4.5,3.34,8.8,10,3.8
"Female",20,"Psychology",86.5,8.7,2.9,9,9,3.29
"Female",24,"Computer Science",81.1,4.7,3.29,5.6,4,3.45
"Male",21,"Mathematics",72.5,5.6,3.05,7.5,10,2.98
"Male",23,"Economics",68.7,6,2.07,7.4,12,2.05
"Female",22,"Engineering",68,2.1,3.75,7.3,4,3.66
"Male",23,"Psychology",91.1,2,4,5.5,11,4
"Female",23,"Economics",77.2,1.8,3.01,5.9,8,2.67
"Male",19,"Economics",46.3,3,2.65,7.5,12,2.24
"Female",18,"Psychology",91.7,2.9,3.85,6.4,5,4
"Female",18,"Engineering",84.4,4.2,4,7.1,8,4
"Male",23,"Mathematics",100,6.3,3.02,5.5,8,3.24
"Male",21,"Engineering",90.6,5.6,2.99,6.3,10,3.59
"Male",18,"Business",62.8,2.9,3.06,5,7,2.82
"Female",23,"Computer Science",51.6,2.6,2.26,7.4,7,1.78
"Female",18,"Computer Science",74.2,2.8,2.95,6.5,6,2.81
"Male",21,"Economics",75.6,3,3.96,7.4,10,3.82
"Female",22,"Mathematics",99.1,1.4,3.02,6.5,12,3.29
"Male",24,"Engineering",84.9,4.8,2.58,7.4,8,2.83
"Male",23,"Economics",100,10.8,3.35,9.7,10,3.99
"Female",20,"Psychology",65.1,4,2.77,6.2,6,2.73
"Male",20,"Economics",99.5,4.2,3.07,7.7,9,3.33
"Male",23,"Psychology",95.8,5.2,2.47,6,13,3.04
"Male",19,"Psychology",54.7,1.9,2.58,6.8,8,2.11
"Male",22,"Business",100,2.6,3.47,7.7,7,3.9
"Male",19,"Business",86.4,2.8,3.16,7.4,8,3.37
"Male",24,"Psychology",90.9,1.8,2.71,8,10,3.15
"Female",20,"Mathematics",72,9.5,3.16,8.4,6,3.58
"Male",21,"Business",100,6.2,2.8,8,9,3.39
"Male",23,"Business",67.2,6.4,2.71,8.4,4,2.93
"Male",24,"Computer Science",97.5,3.2,3.68,7.3,7,4
"Male",18,"Economics",97.3,4.4,3.49,5.9,8,3.81
"Female",20,"Computer Science",70.4,3.1,3.09,8.2,10,3.12
"Female",22,"Mathematics",100,3.5,3.17,6.4,8,3.55
"Male",20,"Business",88.5,4.2,3.1,8,6,3.6
"Female",22,"Business",94.8,3.6,3.34,5.1,11,3.74
"Female",22,"Engineering",62.1,4.1,2.7,6.5,9,2.86
"Female",23,"Mathematics",100,1.3,3.53,6,9,3.93
"Male",22,"Economics",66.6,1.9,3.28,7.6,8,3.2
"Male",19,"Economics",100,3,2.97,6.1,7,3.44
"Male",24,"Economics",70.1,3.4,2.86,7,3,2.77
"Female",21,"Mathematics",75.7,3.4,3.52,6.8,6,3.35
"Male",20,"Engineering",96.8,5.5,3.02,8.5,5,3.2
"Female",21,"Engineering",100,4.6,2.75,7.7,7,2.99
"Male",24,"Computer Science",65.9,5.1,2.91,7.4,10,3.14
"Male",18,"Mathematics",100,2.8,3.48,7,8,3.73
"Female",24,"Mathematics",100,2.1,2.29,5.8,12,2.34
"Male",20,"Engineering",70.9,3.6,2.92,5.7,6,2.97
"Male",21,"Psychology",100,5.9,3.64,7.4,1,3.97
"Female",21,"Psychology",63.1,9.3,3.02,4.9,10,3.07
"Female",23,"Computer Science",75.6,2.8,3.24,6.9,9,3.22
"Female",23,"Psychology",92.2,9.3,3.64,7.2,5,4
"Female",24,"Psychology",72.2,2,3.55,4.9,10,3.31
"Female",24,"Psychology",89,1.4,2.88,6.9,4,3.18
"Female",18,"Business",88.6,3.3,3.03,7,8,3.29
"Male",22,"Computer Science",82.2,2.1,3.55,10,16,3.24
"Male",20,"Engineering",97.5,2.5,3.57,7,8,3.81
"Male",23,"Psychology",81.6,6.7,3.06,8.3,13,3.45
"Male",20,"Economics",88.5,6.4,3.07,7.7,7,3.44
"Female",18,"Business",100,4.6,3.23,7.4,15,3.48
"Female",23,"Psychology",96.9,4.4,3.78,8.2,5,4
"Female",23,"Business",96.8,2.5,3.63,4.8,7,3.63
"Male",22,"Computer Science",67.8,3.6,3.45,6.9,5,3.66
"Female",20,"Economics",92.9,3.2,2.56,7.4,9,2.67
"Male",20,"Economics",71.8,1.6,2.96,5.6,7,2.85
"Female",20,"Economics",65.8,10.2,2.99,6.9,5,3.2
"Female",22,"Psychology",83.9,3.3,3.81,7.1,8,4
"Male",23,"Business",71.4,2,2.98,6.7,10,2.8
"Male",18,"Economics",96.9,1.5,3.73,5.7,7,3.67
"Male",20,"Mathematics",97.2,5.2,2.81,5.9,5,3.26
"Female",21,"Mathematics",56.5,9.8,2.85,6.5,2,2.86
"Female",22,"Business",72.6,11.5,3.34,7.6,10,3.68
"Female",19,"Psychology",63.1,3.7,3.88,7.1,6,4
"Male",18,"Psychology",78.1,3.3,2.99,7.3,8,2.84
"Male",21,"Computer Science",91.8,4.2,1.82,6.7,13,2.12
"Female",20,"Computer Science",81.4,4.1,2.32,5.7,8,2.45
"Female",19,"Economics",76.2,1,3.25,6.5,8,3.35
